codigo,codbarras,descrip1art
7590027002437,7590027002437,FEXOFENADINA SPEF TAB 120      MG X10
7590027002567,7590027002567,ATORVASTATINA 80MG X20 COMP SPEFAR
7590027002581,7590027002581,ATORVASTATINA 40MG X20 COMP SPEFAR
7590027002642,7590027002642,DEXAMETASONA 4MG X10 COMP SPEFAR
7590027002666,7590027002666,QUETIAPINA100 X 30 TAB SPEFAR
NULL,7590027002673,QUEATIPINA 25MG X 30TAB SPEFAR
7590027002680,7590027002680,BISOPROLOL 5 MG X 20 COMP SPEFAR
NULL,7590027002703,SERTRALINA 100 MG X 20 COMP SPEFAR
7590027002710,7590027002710,AMOXICILNA/ACID CLAVU 250-62.5/5ML SPEFA
7590027002734,7590027002734,CLINDAMICINA 300      MG X 16 CAPS
7590027002741,7590027002741,SITAGLIPI 50MG-METFORMI 500MG X 20 COMP
7590027002796,7590027002796,IRBESARTAN 150MG X30 COMPR SPEFAR
7590027002802,7590027002802,IRBESARTAN 300MG X30 COMPR SPEFAR
NULL,7590027002819,HIDROCLOROTIAZIDA 25MGX 20 COMP SPEFAR
NULL,7590027002826,DEFLAZACORT 6 MG X 10 COMPR SPEFAR
7590027002840,7590027002840,SITAGLIP 50MG-METFOR 1000MG X 30TAB SPEF
7590027002888,7590027002888,LOSARTAN POTASICO 100MGX30 COMP
7590027002901,7590027002901,ESOMEPRAZOL 20MG X 30 CAP SPEFAR
NULL,7590027002925,RIVAROXAVAN 15MG X 30 COMP SPEFAR
7590027002956,7590027002956,BACITRACINA UNG 500 X15GR SPEFAR
7590027003014,7590027003014,LOPERAMIDA 2MG X 10 TAB SPEFAR
7590027003533,7590027003533,VALSARTAN 80MG X 20 TABL SPEFAR
NULL,759007003533,VALSARTAN 80 MG X 20 CAP SPEFAR
7590081000011,7590081000011,ACIDO BORICO 600MG X6 OVULOS SAN LORENZO
7590081000028,7590081000028,ACIDO HIALURONICO 2% 9 OVULOS
7590081000066,7590081000066,ESTRADIOL 0.5 MGX 9OVULOS SAN LORENZO
7590081000103,7590081000103,LACTOBACILUS ACIDOPHILUS 1X10 SAN LORENZ
NULL,7590211000058,FLAVOXATO 200MG X20 TABL KMPLUS
7590211000140,7590211000140,DICLOFENAC PATASICO 100MG X10 KMPLUS
75902261,75902261,LITONATE PVO AL 2% X 10 GR
7590261000015,7590261000015,AMOXICILINA 50MGX 10 CAP ZAKIMED
7590261000053,7590261000053,CIPROFLOXACINA 500MG X10 TABL ZAKIMED
7590261000190,7590261000190,RINGER LACTATO I.V. X500ML ZAKIMED
75904,75904,CEFAZOLINA SODICA AMP 1G
7591020001526,7591020001526,OXOLAMINA JBE PED X 120   VALMORCA
7591020003179,7591020003179,CARBAMAZEPINA COMPD 200X20 GENCER
NULL,7591020005296,ALPRAM TAB 0,5MG X 30
7591020005302,7591020005302,ALPRAM TAB 1      MG X 30
7591020005319,7591020005319,ALPRAM TAB 2      MG X 30
7591020007214,7591020007214,FLUCONAZOL TAB 150      MG X2 GENCER
NULL,7591020008082,AMOXIVAL PVO SUSP 750MG/5ML X70ML V
7591020008181,7591020008181,SECNIDAZOL TABR 1GR X 2 GENCER
7591020008211,7591020008211,ZOXAVAL SUS PED 100      MG /5ML X 30M
75910200084400,75910200084400,DUROVAL TABR 50      MG X 10
7591020008815,7591020008815,CANDESARTAN TAB 16      MG X30 GENCER
7591020008860,7591020008860,AMOXICILINA TAB 500      MG X 12 GENCE
7591020009218,7591020009218,QUETIVAL 100MG X30 TABL VALMORCA
NULL,7591020009386,DUROVAL 100 MG  X 2 TAB
7591020009393,7591020009393,CARBAMAZEPINA 200MG X30 COMP GENCER
7591020009416,7591020009416,VALSARTAN 160MG X30 CAP GENCER
7591020009454,7591020009454,ATOEVASTATINA 20MG X 30 TAB VALMORCA
7591020009461,7591020009461,ATORVASTATINA 40MG X 30TAB GENCER
7591020009508,7591020009508,VITISIVAL (COMPLEJO B)SOL ORAL 180 ML
7591020009515,7591020009515,NACLODIN /CLONIDINA 0.15MG X30 TABL
NULL,7591020009584,CANDER 32MG X 15 TAB  VALMORCA
7591020009720,7591020009720,QUETIVAL200MG X30 TABL VALMORCA
7591020080453,7591020080453,ATORVASTATINA 20      MG X 20
7591020080538,7591020080538,ESQUIDONE TAB 1      MG X 30
NULL,7591020080613,AMOXIVAL TABS 875mg x 20's
7591020080668,7591020080668,TRACEVAL TAB REC 325/37.5      MG X20
7591020080750,7591020080750,CLONZEP 0.5 MG 30 TAB VALMORCA
7591020080767,7591020080767,CLONAZEPAN (CLONZEP) 2MG X 30 TAB VALMOR
7591020080804,7591020080804,CANDER 32      MG X 30 TAB
NULL,7591020080972,LODESTAR HCT 50MG-12,5MG
7591020081078,7591020081078,EPITRAL LAMOTRIGINA 100      MG X 30
7591061503058,7591061503058,TOA AMY SEC HUM C/MANZANILLA X 72
7591062000150,7591062000150,BRUGESIC FORTE 800MG X10 COMP  ELMOR
7591062000174,7591062000174,TACHIGRIP FORTE X1 SOBRE ELMOR
7591062000181,7591062000181,TALZIC 10MG X 10 TAB ELMOR
7591062000228,7591062000228,SUPOSITORIOS GLICERINA PED ELMOR 1,11G
7591062000266,7591062000266,GLICERINA ADULTO X6 SUPOSITORIO ELMOR
NULL,7591062010036,ALBICAR - ALBENDAZOL TAB 200 MG X 2
7591062010128,7591062010128,MYCOFENTIN CREM TPCA 2% X 20 GR
NULL,7591062010173,ALBICAR TAB 200 MG X 6
7591062010227,7591062010227,SAVER PVO P/SUSP 250        MG /5ML 37
7591062010814,7591062010814,PROVICAR SOL ORAL X 180 ML
7591062011217,7591062011217,PEREBRON JBE AD X 120 ML
7591062011255,7591062011255,PEREBRON JBE AD MIEL/LIMON 120 ML
7591062011330,7591062011330,TACHIPIRIN GTA PED X 30 ML
7591062011804,7591062011804,KLAS JBE X 120 ML
7591062011965,7591062011965,ULCENOL TAB 20      MG X 10 FAMOTIDINA
NULL,7591062013211,BRUGESIC GRAG 600 MG X 10
7591062013389,7591062013389,LIOLACTIL TAB X 20
7591062014492,7591062014492,HEPA DESICOL TAB BLDA X 12
7591062016649,7591062016649,TALZIC SOL ORAL PED 1       MG /ML X 1
7591062016670,7591062016670,TALZIC SOL GTA 10      MG /ML X 20 ML 
7591062018650,7591062018650,ULCENOL TAB 40      MG X 20
7591062900139,7591062900139,ZITOXIL SOL 5% X 60 ML
7591062900948,7591062900948,TACHIFORTE TAB 1 G X 20
7591062901310,7591062901310,LAFARCAINA X16 PASTILLA SABOR NARANJA
7591096000102,7591096000102,MATERNAVIT TAB BLDA X  30
7591096000393,7591096000393,OXINORM TAB X 30
7591096000416,7591096000416,FERRONORM TAB X 30
7591138073309,7591138073309,CREM SANALO ANTISEPTICA X 55 GR
7591138073323,7591138073323,CREM SANALO ANTISEPTICA X 30 GR
7591138073552,7591138073552,JAB SANALO ANTIBACTERIAL X 85 GR
7591138077208,7591138077208,ALCOHOL ANTISEPTICO 1L SANOL
7591138077239,7591138077239,ALCOHOL ANTISEPTICO 500ML SANOL
7591138077260,7591138077260,ALCOHOL ANTISEPTICO 240 ML SANOL
7591138077291,7591138077291,ALCOHOL ANTISEPTICO 120ML SANOL
7591196000019,7591196000019,SALBUTAMOL100MG X200DOSIS MEDIGEN
7591196000392,7591196000392,OFTAINE SOL OFT X 15 ML
NULL,7591196000644,BUDENAS SUSP ATOM DOSIS 1MG X200
7591196000873,7591196000873,TOBRASOL UNG OFT X 7,5 GR
7591196001078,7591196001078,MELOXICAM COMPDO 7,5        MG X 10 OF
7591196001146,7591196001146,MELOXICAN 15MG X 10 TAB MEDIGEN
7591196002112,7591196002112,BUDECORT AER/INH 100 DOSIS/200MC
7591196002136,7591196002136,GENTAMICINA SOL OFT 0,3 % X5ML OFT
7591196002211,7591196002211,OFTERRA UNG OFT X 7 GR
NULL,7591196002471,AZA CARD TAB 81 MG X 60
NULL,7591196002808,AIRON TAB RECUB 10 MG X 30
NULL,7591196002969,DESLORAT TAB 5 MG X 10
NULL,7591196002990,LORATADINA TAB 10      MG X 10 OFTALMI
7591196003195,7591196003195,ACIDO ACETIL SALICILICO 81        MG
7591196003461,7591196003461,MONTELUKAST 4MGX 30 TABL MEDIGEN
7591196004215,7591196004215,PERIDONT REFORM SOL TOPICA BUC X 35
7591196004222,7591196004222,AZACARD 81MG X 100 TAB OFTALMI
7591196004451,7591196004451,AFLAMAX TABR 50      MG X 20 
7591196004475,7591196004475,LORECORT JBE SOL ORAL X 60 ML X 20
7591196004499,7591196004499,DICLORET SUSP 1,8      MG /ML X60ML
7591196004758,7591196004758,LEVORAT TABR 5      MG X 10
7591196006097,7591196006097,PEDIACORT SOL ORAL 60ML
7591196006134,7591196006134,BUDENAS SUSP NAS GTA 32 MCG/DOSIS X
7591196006387,7591196006387,ACETAMINOFEN 120MG/5ML JAB MEDIGEN
7591196006424,7591196006424,AFLAMAX SUPOSITORIOS X 6 OFTALMI
7591196006486,7591196006486,ACETAMINOFEN 120MG/5ML X 60ML MEDIGEN
7591196006493,7591196006493,PREDNISOLONA 1% X 5ML SUP OFT MEDIGEN
7591196006509,7591196006509,AZELASTINA X5ML OFTALMICA MEDIGEN
7591196006516,7591196006516,ACETAMINOFEN 500MGX 10 TABL MEDIGEN
7591196006868,7591196006868,AIRON DUO 10MG/5MG X10 TABL OFTALMI
7591196006905,7591196006905,GAMBI /BIMATOPROST0.03 X3ML OFTALMI
NULL,7591196006912,ACETAMINOFEN 500MG X10 TABL MEDIGEN
7591196007230,7591196007230,DICLOFENAC POTASICO DE 50      MG X10
7591241846647,7591241846647,SAXACID DUCHA VAG.135ML NATURISS
7591243801620,7591243801620,ALIPAL FORTE D/N  2 DIAS DE TRATAMIENTO
7591243802085,7591243802085,ARESAN TABR 20      MG X 10
7591243804287,7591243804287,BETAGEN AMP 4      MG /ML 1 ML X 1
NULL,7591243804331,BETAGEN 12 MG/3ML X1 AMP BIOTEC
7591243804409,7591243804409,BETAGEN SOLSP AMP 1ml x1
7591243807202,7591243807202,BRAL - DIPIRONA TAB 500      MG X 20
NULL,7591243807554,CALPAL D 1500 MG X30 TABL BIOTECH
NULL,7591243807585,CALPAL D 950MG X 30 TAB BIOTECH
NULL,7591243807868,CARBONATO DE LITIO 300MG 20CAPS
7591243815757,7591243815757,ERILON CREM TUB X 15 GR
7591243815801,7591243815801,ERILON 0.1% CREMA 15G
7591243817607,7591243817607,FEM DUCHA VAG  135ML
7591243817805,7591243817805,FLENOX/AMBROXOL 15MG/5ML  X60ML BIOTECH
7591243820355,7591243820355,GINACOL DUCHA VAGINAL FCO 135ML BIOTEC
7591243826708,7591243826708,IVAGAN GRAG X 10              AREX
7591243828993,7591243828993,LACTIBET 3000 UN LACTOSA X10CAP BIOTECH
7591243837414,7591243837414,NORSINA ACETAMINOFEN/HIOSCINAX6 TABL
NULL,7591243839753,PANCREATINA 192MG (OROZIN) X 20 TAB BIOT
NULL,7591243842203,PRALINA 75      MG 14 CAPS
NULL,7591243843064,PROPANOLOL 10MG X 10 TAB
7591243845808,7591243845808,RUBLOX/ROSUVASTATINA 10MGX30 TABL BIOTEC
7591243856729,7591243856729,YONALAT JBE X 120 ML
NULL,7591257000552,ATAMEL FORTE TAB 650 MG X 10
7591257012575,7591257012575,AGUA OXIGENADA 20VOL X 120 ML PLANTURA
NULL,7591257395559,CENTRUM SILVER TAB X 30
7591309000615,7591309000615,WAMPOLE EMUL NARANJA X 360 ML
7591309000622,7591309000622,CREM OVER SKIN P/PAÑALITIS X 50 GR
7591309002206,7591309002206,DENCORUD ICE 80G X ROLLON
7591309002268,7591309002268,DENCORUB ICE SPRAY
7591309002381,7591309002381,DENCORUB  ICE ARNICA ROLL
7591309002527,7591309002527,DENCORUB ICE ARNICA GELX40 GR
7591309222000,7591309222000,WHAMPOLE TUTI-FRUTI 200ML
7591309252007,7591309252007,WAMPOLE NARANJA X200ML
7591319000018,7591319000018,TALC PVO ORTOBORICOS P/PIES X 60GR
7591319000025,7591319000025,TALC PVO ORTOBORICOS P/PIES X120GR
7591353701391,7591353701391,FRIENDS PROTECTOR DIARIO MANZANILLA X40
7591415011772,7591415011772,PROCTETOR LAB/MANTECA DE CACAO  4.2GR
7591487000070,7591487000070,AGUA OXIGENADA AL 3% X 240CC VALEN
7591487000162,7591487000162,ALCOHOL ALVA 240ML
7591487000186,7591487000186,ALCOHOL ISOPROP ALVE X 1000ML
75914870062,75914870062,ALCOHOL ALVA 240ML
7591519000092,7591519000092,TORIVAS 100      MG X 30 TAB
7591519000269,7591519000269,METFORMINA 850 X14 CALOX
NULL,7591519000306,DEFLAZACORT 30MG X 10 TAB
7591519000412,7591519000412,RIVAROXABAN /BLOKXA 15MG X14 TABL MCK
7591519000467,7591519000467,ALPRAZOLAM 0.5 MG X30TAB CALOX
7591519000689,7591519000689,RIFAXIMINA 200MG X10 CALOX
7591519000788,7591519000788,LORATADINA TAB 10      MG X 10  CALOX
NULL,7591519000948,ATAMEL FORTE 650MG X 10 TAB CALOX
7591519000962,7591519000962,CANDESARTAN 16MG X 30TAB CALOX
7591519000979,7591519000979,AZITROMICINA  500  MG X 5 TAB  CALOX
7591519001006,7591519001006,CANDESARTAN 8MG X30 TABL CALOX
NULL,7591519001037,PREDNISONA TAB 5 MG X 10     CALOX
NULL,7591519001075,IRBESARTAN 150MG X 28 TAB CALOX
NULL,7591519001082,IRBESARTAN 300MG X 28 TAB  CALOX
NULL,7591519001105,CLOXPIRINA 81 MG X 100 TAB
7591519001129,7591519001129,AMOXICILINA 500MG X 12 TAB CALOX
7591519001198,7591519001198,CARVEDILOL 12.5MG X28 TABL CALOX
7591519001259,7591519001259,LOSARTAN POTASICO 50MG X30 MOROCHO CALOX
NULL,7591519001297,ATAMEL 120 MG / 5 ML TUTI FRUTTI 120 ML
NULL,7591519001334,AMLODIPINA TAB 5 MG X 10     CALOX
7591519001495,7591519001495,ALPRAZOLAM TAB 1      MG CALOX X  30
NULL,7591519001570,AMLODIPINA 5MG X 30 TAB MOROCHA CALOX
7591519001594,7591519001594,FLUCONAZOL TAB 150      MG X 2  CALOX
NULL,7591519001648,AMLODIPINA TAB 10 MG X 30    CALOX
7591519001655,7591519001655,AMLODIPINA TAB 5      MG X 30   CALOX
7591519001679,7591519001679,ATAMEL PEDRIATICO JBE 120MG/5ML 60 ML
7591519001761,7591519001761,TRIMEBUTINA 200MG X 30 TAB CALOX
7591519001853,7591519001853,PREGABALINA 75MG X 15 CAP CALOX
7591519001860,7591519001860,PREGABALINA 150MG X 15 CAP CALOX
NULL,7591519001907,OMEPRAZOL CAP 20 MG X 28     CALOX
7591519002027,7591519002027,AZITROMICINA TAB 500      MG X 3 CALOX
7591519003048,7591519003048,CLARITROMICINA TAB 500        MG X 10
7591519003208,7591519003208,CEFADROXILO SUSP 250        MG X 5ML C
7591519003246,7591519003246,KETOPROFENO TAB 100      MG X 20 CALOX
7591519003574,7591519003574,DOLKIDS TAB X 20  CALOX
7591519003918,7591519003918,SECNIDAZOL TAB 1 GR X 2  CALOX
7591519005264,7591519005264,ACETAMINOFEN TAB 650      MG X 10 CALO
7591519005622,7591519005622,LOSARTAN POTASICO 50      MG X 10 TAB
7591519007022,7591519007022,ALBENDAZOL TAB MAST 200        MG X 2
7591519007060,7591519007060,CINNARIZINA 75 MGX10 CALOX
7591519007121,7591519007121,IVERMECTINA TAB 6      MG X4 CALOX
7591519007220,7591519007220,CLOBETASOL PROPINATO 0.05% 20G CALOX
NULL,7591519007633,CARVEDILOL TABR 6,25MG X14 CALOX
7591519007640,7591519007640,CARVEDILOL 25      MG X 14 CALOX
7591519007688,7591519007688,FEXOFENADINA TAB 120      MG X 10 CALO
NULL,7591519007749,TIOCOLCHICOSIDO TAB 4MG X 12 CALOX
7591519008203,7591519008203,DEFLAZACORT TAB 30      MG X 30 CALOX
NULL,7591519008630,PINAVERIUM TABR 100 MG X 20 CALOX
7591519009132,7591519009132,BISOPROLOL TAB CALOX 1.25      MG X30
7591519009149,7591519009149,BISOPROLOL CLX TAB 2,5      MG X30
NULL,7591519009255,RISPERIDONA TABR 2MG X20 CALOX
NULL,7591519050820,FINASTERIDE TAB 5 MG X 30  CALOX
NULL,7591519051193,DIOSMINA CALOX 600mg x 14 tab
NULL,7591519051292,CAPTOPRIL CALOX 50mgx30 TAB
7591519051698,7591519051698,LOSARTAN P CLX TAB 50      MG X30
NULL,7591519051841,OLMESARTAN CALOX 20MG  X 30
NULL,7591519051858,OLMESARTAN 40MG X30 TABL CALOX
7591519051872,7591519051872,ANTAAR 2,5      MG X 30 TABLETAS
NULL,7591519237016,DOL GRIP FORT 500/30/2mg x10's
7591519316230,7591519316230,BIOCOR AMLO 40MG-5MG MCK
7591519316247,7591519316247,BIOCOR AMLO 20MG-5MG X 30 TAB MCK
7591519316254,7591519316254,BIOCOR HCT 12,5      MG X 30
7591519316261,7591519316261,BIOCOR HCT 40      MG /12,5 X 30
NULL,7591519317268,ETORICOXIB 90 MG X 10 TAB CALOX
7591519317275,7591519317275,ETORICOXIB 60MG X10 TABL CALOX
7591519317329,7591519317329,LEVOFLOXACINO 750 MG X 5 TAB CALOX
7591519317435,7591519317435,FESTAL X20 CALOX
7591519317534,7591519317534,ESCITALOPRAM 10MG X28 TABL CALOX
NULL,7591519317541,ESCITALOPRAM 20 MG X 14 TABL CALOX
7591519317565,7591519317565,GARDENAL  100MG X 30 TAB MCK
7591519317589,7591519317589,DIPLOZ 1MG X 30 TAB MCK
7591519317671,7591519317671,BIOCOR AMLO 20MG-5MG X 10 TAB MCK
7591519317732,7591519317732,ANTAAR 10      MG X 10 
NULL,7591519317794,FINASTERIDE 5 MG X10 TABL DE CALOX
7591527012575,7591527012575,AGUA OXIGENADA PLANTURA 120CC
7591527012582,7591527012582,AGUA OXIGENADA 30VOL X 120ML PLANTURA
7591570000734,7591570000734,DERMACELLS JABON/GLICERINA 80GR KARITE
7591570000741,7591570000741,DERMACELLS JAB DE GLICERINA 80GR SKIN
NULL,7591585111050,CARIBAN COMP ENT 10/10mg x 30'
7591585112439,7591585112439,ALLIXON NARANJA FCO X 240 ML
7591585113405,7591585113405,ARTRODAR 50MG X10CAP LETI
7591585113542,7591585113542,AMPROVIL 0.5 X30 CAP LETI
NULL,7591585113948,DIKLASON 150MG X 10 TAB LETI
NULL,7591585114563, OROFENO150 MG X10COMP -LETI 
7591585114709,7591585114709,ANTUX SOL 0,6% S/CEREZA  X 120 ML
7591585114778,7591585114778,PHARMORAT FORTE CAPB 100      MG X 20
7591585114976,7591585114976,LETISAN/VIT C 1000 X30COMP LETI
7591585115911,7591585115911,GYNODERAIN CREM VAG X 60 GR
7591585115942,7591585115942,GYNODERAIN OVUL X 6
7591585116000,7591585116000,ALIVET COM D?A/NOCHE X 8/4
7591585116086,7591585116086,ALIVET PLUS SOBRE 10GR X1 LETI
7591585116291,7591585116291,PULMOLET INH BUC 200MCG X 200 DOSI
7591585116581,7591585116581,ALIVET PLUS X10 COMP LETI
7591585116604,7591585116604,ALIVET FA COMR X 10
7591585116673,7591585116673,ALIVETNOC FORTE 10GR X 6 SOB
7591585117137,7591585117137,BIOTALOL 1.25MG X30 COPRI LETI
NULL,7591585117199,PULMOLET SUS P/NEBULIZ 1MG/ML X 15M
7591585117885,7591585117885,KETOREL 30MG X 4 TAB  LETI
NULL,7591585118455,ZONTRICON SUS PED 100MG/5MLX30ML
7591585119100,7591585119100,DIGLET 200UI GOTAS X20ML BANANA LETI
7591585119131,7591585119131,GYNOMET CREMA VAGx40g
NULL,7591585119193,DIGLET 2000 UN X30 COMP LETI
7591585119247,7591585119247,DIKLASON GRAG 50      MG X 10
7591585171528,7591585171528,GLIMEPIRIDA COMPDO 4      MG X 15 GENV
7591585172549,7591585172549,CITRATO DE MAGNESIO GV SIN AZUCAR X
7591585172686,7591585172686,HIDROCLOROTIAZIDA 12,5      MG TAB X30
NULL,7591585173195,AMOXICILINA/AC CLAVULANICO 875 MG/125MG
7591585174680,7591585174680,METFORMINA TAB 500      MG X 30
7591585175106,7591585175106,SECNIDAZOL TAB 1 GR X 2  GENVEN
NULL,7591585177445,DESLORATADINA JBE 0.5MG/MLX60ML GEN
7591585177469,7591585177469,DESLORATADINA COMR 5      MG X10 GENVE
NULL,7591585177780,ACETAMINOFEN DE 180 MG/5ML JARABE GENVEN
NULL,7591585178022,MELOXICAM COMPDO 15MG X 10 GENVEN
7591585178169,7591585178169,AMLODIPINA COMPDO 5      MG X 10 GENVE
7591585178176,7591585178176,AMLODIPINA COMPDO 10        MG X 10 GE
7591585178275,7591585178275,SERTRALINA COMPDO 50      MG X10 GENVE
7591585178954,7591585178954,LOSARTAN POT COMPDO 50        MG X 10
7591585179050,7591585179050,ACETAMINOFEN 650MG X30 COMP GENVEN
7591585179098,7591585179098,OLMESARTAN 20 HIDRO 12.5MG X 30 TAB GENV
7591585179142,7591585179142,OLMERSARTAN MEDOXOMIL HCT40-12.5 GENVEN
7591585213365,7591585213365,NEUROMIX 30 TAB LETI
7591585213389,7591585213389,NEUROMIX X1 AMP LETI
7591585213549,7591585213549,AMPROVIL 0.5MGX20 CAP (DUTASTERIDE LETI
7591585214324,7591585214324,DOBRACID LP 300MG X10 COMP LETI
7591585214706,7591585214706,ANTUX SOL 0,6% X 180ML
7591585214850,7591585214850,LETISAN MASTICABLE X10 TAB UVA LETI
NULL,7591585216601,ALIVET FA COMP X20
7591585216892,7591585216892,HEPAGRAS X30 CAP LETI
NULL,7591585217141,BIOTALOL 10MG X 30COMP LETI
7591585217639,7591585217639,DAYZOL IBUPRO 600MG TIOCOL 4MG X 10 TAB
7591585217875,7591585217875,KETOREL AMP 30      MG /ML X 1
NULL,7591585219275,DIKLASON AMP 75MG/3ML X 1
NULL,7591585261236,ASAPROL COMPDO 81 MG
NULL,7591585274106,FLUCONAZOL CAP 150 MG X 2   GENVEN
7591585274229,7591585274229,MONTELUKAST 10MG X 10 COMP GENVEN
NULL,7591585275875,VALSARTAN CAP 80 MG X 30 GENVEN
NULL,7591585275899,VALSARTAN 160 MG X30 GENVEN
7591585277787,7591585277787,ACETAMINOFEN 180MG/5ML SOL GENVEN
7591585278739,7591585278739,LOSARTAN P HCT GV 50/12.5      MG X30
NULL,7591585278791,OLMESARTAN GENVEN COMP 20mgx30
NULL,7591585278807,OLMESARTAN GENVEN COMP 40mgx30
NULL,7591585279248,DICLOFENAC POT COMP 50MG X 10 GENVE
7591585311634,7591585311634,ACICLOR CREM AL 5% X 10 GR
7591585313331,7591585313331,ASARAP 15MG X10 COMP LETI
7591585313355,7591585313355,ASARAP 10MG X 10 TAB LETI
NULL,7591585314369,LISILET COM 10 MG X 30
NULL,7591585317018,PEGYT - PREGABALINA TAB 75      MG X 2
NULL,7591585317179,BIOTALOL 2.5MG X10 COMP LETI
7591585318794,7591585318794,OLMECAR 20      MG X 30 TAB
NULL,7591585373441,ATORVASTATINA COMPR 20 MGX30 GENVEN
7591585373458,7591585373458,ATORVASTATINA TAB 40      MG X30 GENVE
7591585376503,7591585376503,CANDESARTAN 8 MG
7591585377173,7591585377173,BISOPROLOL FUMARATO 2.5 X 20 GENVEN
7591585377807,7591585377807,TIOCOLCHICOSIDO 4MG X 10 COMP GENVEN
7591585378279,7591585378279,SERTRALINA 50MG X30 COMP GENVEN
7591585378514,7591585378514,ENALAPRIL COM 10      MG X 30 GENVEN
7591585379245,7591585379245,DICLOFENAC POT COM 50 X 30 COMP GENVEN
7591585379603,7591585379603,ESOMEPRAZOL 20MG X16 CAP GENVEM
7591585470492,7591585470492,AMOXICILINA 500 MG X 12 CAP GENVEN
7591585473660,7591585473660,CIPROFLOXACINA 500MG X14 COMP GENVEN
7591585475640,7591585475640,CARVEDILOL 12.5      MG X 15 TAB GENVE
7591585514851,7591585514851,LETISAN 500MG X10 TABL MASTICABLE LETI
7591585514875,7591585514875,LETISAN TAB MASTICABLE X 10
7591585517166,7591585517166,BIOTALOL 5MG X10 TABL LETI
NULL,7591585573667,CIPROFLOXACINA COM 500 MG X 10 GENV
7591616000704,7591616000704,CITRATO DE PORTASIO JBE 10% X 1000ML
7591616001466,7591616001466,ACIDO BORICO 20 GR SOB X 12 BIOFAR
7591616001510,7591616001510,AZUFRE EN POLVO  20G  BIOFARCO
7591616001633,7591616001633,SAL DE HIGUERA 20 GR SOB X12 BIOFAR
7591616002135,7591616002135,VITACON C
7591616002272,7591616002272,ACEITE DE CASTOR X30 ML BIOFARCA
7591616002937,7591616002937,CITRATO DE POTASIO  500 ML BIOFARCO
7591616002944,7591616002944,CLORURO DE MAGNESIO 1000ML SOL BIOFARCO
7591616002951,7591616002951,CLORURO DE MAGNESIO X 500ML SOL BIOFARCO
7591619000244,7591619000244,ORLIDIET TAB 120      MG X 30
7591619000534,7591619000534,COROPRES 32/12.5 X30COMP MEGALABS
7591619000657,7591619000657,COROPRES 32MG X10 MEGALABS
7591619000756,7591619000756,KELAC 30      MG KETOROLACO TROMETAMIN
7591619000794,7591619000794,FEBRATIC 10MG/5ML X60ML MEGALAGS
7591619000848,7591619000848,MONTELUKAST/DESLORATADINA 5MG/2.5MG  ROW
NULL,7591619000862,DILTIAZEM 60 MG X 10 TAB  KLINOS
7591619000879,7591619000879,COROPRES HCT 8MG/12.5 X10 TABL MEGALAS
7591619000947,7591619000947,CORENTEL H5/6,25
7730969306839,7591619000992,NEFROTAL 100MG X30 COMP ROWE
7591619001067,7591619001067,DORIXINA FLEX 5 TAB
7591619001081,7591619001081,MIGRADORIXINA 125MG-1MG X5 TAB MEGALAB
7591619001135,7591619001135,PLIDAN COMPUESTO X 5 TABL MEGALABS
7591619001210,7591619001210,IVERGOT IVERMENTINA 6MG/ML 5ML ROWE
7591619001333,7591619001333,DOLCAN SUSP PED 10MG 120ML MAGALABS
7591619001340,7591619001340,FERGANIC 40MG X30 CAP ROWE
7591619001401,7591619001401,PROTOSULFIL CREMA 15GR ROWE
7591619002767,7591619002767,FEBRATIC -DICLOFENACO 15      MG /ML 1
7591619102023,7591619102023,HELAL SUSP 400       MG X    5 ML
75916191630311,75916191630311,AFOKLIN GOTAS 10MG/ML
7591619501031,7591619501031,ACIDO FOLICO GTA X 15 ML    KLINOS
7591619517797,7591619517797,ZUDENINA 01.%X 30G CREMA MEDIHEALT
7591619517834,7591619517834,BETARRETIN GEL 0,025%
7591619517841,7591619517841,BETARRETIN CREMA 0,025%
7591619517865,7591619517865,BETARRETIN H 30G CREMA
NULL,7591619518565,RISPERIDONA 1 MG X 30 TAB MEGALABS
7591619518572,7591619518572,RISPERIDONA 3MG X 30 TAB MEGALABS
7591619518589,7591619518589,RISPERIDONA 2 MG X 30 TAB MEGALABS
NULL,7591619518671,DORIXINAFLEX COMPDO 125 MG X 10
7591619519166,7591619519166,HEXANT JAB ELIXIR 30ML 120
7591619520339,7591619520339,COROPRES 8       MG TAB CANDESARTAN 8  
7591619520377,7591619520377,FARBICIL CRM 1% X 15GR
7591619520384,7591619520384,FARBICIL SOL 1% X 30ML
7591619520476,7591619520476,MARTESIA 25 MG X 30  PREGABALINA MEGALAB
NULL,7591619520490,MARTESIA CAP 150MG X 14
NULL,7591619520520,RAMIPRES 2,54 MG X 30
7591619520575,7591619520575,ESCITALOPRAM 20MG X30 COMP ROWE
7591619520797,7591619520797,PINAVIX 100MG X 30 TAB
NULL,7591619520841,RISPERIDONA 1MG/ML X 20 ML MEGALABS
7591633000860,7591633000860,LOCION SOMERGAN X 120 CC (INTERCOS)
7591635000853,7591635000853,SOMERGAN LOCION 60ML INTERCOS
7591635000860,7591635000860,LOCION SOMERGAN FRASCO X 120 ML INTERCOS
7591651001704,7591651001704,DUVADILAN 10MG X1 AMP ZUOZ
7591651002015,7591651002015,EMPAGLIFOZINA 10MG X 30 TAB ZUOZ
