codigo,codbarras,descrip1art
NULL,75930547,BOROCANFOR COOL PVO X 120 G
7593089000090,7593089000090,BIOTINA 15.000MGC X30 CAP PRIMAVERA
NULL,7593090000959,MENTORUB UGTO TARRO 30gr
NULL,7593090001031,SELES 400UI/50MCG X30 CAP FC FARMA
NULL,7593090001314,ANAPIR 600MG X10 TAB FC LABORATORIOS
NULL,7593090001680,DARLIDE 1000 UI X60 CAP FC FARMA
NULL,7593090001888,MULTIVINOL PRENATAL X60 TBL FC FARMA
NULL,7593090002113,ANAPIR FLEX 600MG/4MG X10 TABL FC
NULL,7593090002403,SULIXTRA 0.4 MG X30 CAP FC
NULL,7593090002410,SULIXTRA DUO 0.4/0.5MG X30 FC
NULL,7593090002618,TICALOR 90MG X 60 COMP FCLABORATORIOS
NULL,7593090003004,DARLIDE 2000 X30 CAP FCLABORAT
NULL,7593090003134,DIMEVLOR 2MG/500MG X30COMP FC
NULL,7593090006692,VITAMINA C 500MG X30 CAP S/AZU FC PHARMA
7593352000055,7593352000055,SITAGLIPTINA/METFORMINA 50/850 MG X30 PM
NULL,7593614000793,LEGA POLVOS ORTO BORICOS 30 GR
NULL,7594000490624,RIDAL COMPDO 3 MG X 20         GMP
NULL,7594000491669,RIDAL COMR 1      MG X20
NULL,7594000491744,CICLOKAN AMP 500      MG /5ML X 1
7594001100539,7594001100539,TINIDAZOL TABR 500G X 4
NULL,7594001100584,CLODOXIM COMPDO 10      MG X 20 
NULL,7594001100607,MISULVAN JAB AD 30      MG /5ML X 120M
NULL,7594001101376,DICLODEX TAB 50      MG X 20 PLUSANDEX
NULL,7594001101383,LORADEX TAB 10      MG X 10
NULL,7594001101406,DICLODEX ANDEX TAB 50      MG X 10
NULL,7594001101451,BUTILAMINA TAB TABR X 20
NULL,7594001101635,LORADEX JARABE 30ML
NULL,7594001101727,MISULVAN FORTE 30MG-5MG/5ML
NULL,7594001101802,CETERIZINA CLOHIDRATO 10       MG X 10 
NULL,7594001102113,DICLODEX 1.8 MG X120ML PLUS ANDEX
NULL,7594001102373,ASPIANDEX 81 MG (ACIDO ACETILSALICILICO)
7594001450337,7594001450337,ALCOHOL ABSOLUTO 120 ML RECETEMARK
NULL,7594001451044,JARABE LAMEDOR ZAB PED 120 ML RECETEMARK
NULL,7594001451051,JARABE LAMEDOR ADULTO 120 ML RECETEMA
NULL,7594001451068,JARABE LAMEDOR PED 120 ML RECETEMARK
NULL,7594001452096,BICARBONATO DE SODIO 25 GR RECETEMA
NULL,7594001452287,SULFATIAZOL POLVO FRASCO X10GR RECETTEMA
NULL,7594001455790,LAMEDOR /SABILA 120 ML RECETTEMARK
NULL,7594001455806,LAMEDOR C/ZABILA PED X120ML RECCETE MARK
NULL,7594001560388,MENTOL DAVIS X 1 ONZA
NULL,7594001564348,NEURICARE 75 MG X30 CAP GENIACAR PREGABA
NULL,7594005620187,AZUL DE METILENO SOL 30 ML ALVA-LOF
NULL,7594005620224,GUAYACOL X30ML SOLU ALVA LOF S.A
NULL,7594005620279,MIEL DE BORAX 30 ML ALVA LOF
NULL,7594005620361,VIOLETA DE GENCIANA 30ML
NULL,7594005620484,POMADA DE AZHAR 30GR
NULL,7594005620569,AZUFRE EN POLVO 30 G
NULL,7594005620576,BICARBONATO DE SODIO 25 GR ALVA-LOF
NULL,7594005620811,HOJAS DE SEN X 5 GR
NULL,7594005620910,SAL DE HIGUERA X 20 GR
NULL,7594005620989,CLORURO DE MAGNESIO 33GR
NULL,7594005622389,PASTA AL AGUA 240G
NULL,7594005626844,SULFATIAZOL POLVO 5GR X1 SOBRE ALVA LOF
NULL,7595152000266,IVERMENTINA 6 MG X 10 TAB  REMENY
NULL,7595152002635,ACIDO IBANDRONICO 150MG X 1 TAB REMENY
NULL,7595152002727,LEVOTIROXINA 100MG X10 TABL REMENY
NULL,7595414000843,VITAMINA C 500 X 50 GOMI FALIDU
NULL,7595414000942,CALCIO/MAGNESIO X60 GOMITAS FALIBU
NULL,7595414000966,MULTIVITAMINAS  KIDS X60 GOMITAS
NULL,7596139000019,LAMEDOR  JARABE X 120 ML SOMA
NULL,7596139000026,JARABE LAMEDOR SOMA 120ML
NULL,7596139000415,SOMEDINE SOLUCION BACTERICIDA 10% 120ML
NULL,7596347794793,9VIT INFUSION MULTIVITAMINI AMP I.V DPT
NULL,7596347807271,KIT9-VIT INFUSION MULTIVITAMINICA AMP
NULL,7596526001087,ADIKAL 150MG/2000UN X30 CAP NATURLIFES
NULL,7597072000258,BACUMER CREMA
NULL,7597072001156,CLINDAMER CREMA
NULL,75971335,XANEXTRA ACIDO TRANEXAMICO 50MG AMPOLLA
NULL,75971427,BOROCANFOR POLVO X  35G
NULL,75971434,BOROCANFOR COOL 35G
NULL,75971748,CALAMINOL FRESH 104 ML
NULL,7597189000264,ACTIVON EXTREME X 30 TAB COFASA
NULL,7597189295202,CALCIFOR PRENATAL X 30 TAB
7597285000038,7597285000038,CLORURO DE SODIO 0.9 X100ML IPS
NULL,7597533000186,ACIDO VALPROICO 200 MG/ 5ML PED ZAKI
NULL,7597533000339,SUERO DE REHIDRATACION GRA 20,5G ZAKI
NULL,7597533001787,LEVOTIROXINA  0.1 MG X 10 TAB ZAKI
NULL,7597641000023,SOLUMAR SOL HIPERTONICA 30 ML (DLAB)
NULL,7597641900019,SOLUMAR SOL HIPERTONICA 60 ML (DLAB)
7597758000466,7597758000466,CARVEDILOL 6.25MG X30 TAB ALESS
NULL,7597758000480,LEVOTIROXINA 50MG X50 TABL ALESS
NULL,7597758000497,LEVOTIROXINA 100MG X50XTABL ALESS
NULL,7597758000510,DICLOFENAC POT COM 50 MG X 20
NULL,7597758000527,DICLOFENAC SOD TAB 50      MG X 20 G.C
NULL,7597758001555,SULTRIM SULFAMETATOXAZOL/TRIMETOPRI SUSP
NULL,7597758001647,NITAZONE SUSP 30 ML ALESS
NULL,7597767000075,RINGER LACTATO 500 ML I.V BALKER
NULL,7597767000327,SUERO ORAL MANDARINA  SUEROLITO
NULL,7597767000334,SUEROLITO CHICLE 400 ML
NULL,7597767000341,SUERO ORAL MANZANA SUEROLITO 400 ML
NULL,7597767000983,KIT MULTIVAMINICO BC GROUP AMP
NULL,7597767001034,SUEROLITO SABOR DE COCO 23.5GR X1 BALKER
NULL,7598008000427,GLIMEPIRIDE 2 MG TABLETAS X 10
NULL,7598008000472,LEVPNOGESTREL 1.5      MG X 1
NULL,7598008000632,DIVALPROATO DE SODIO 500MG X 10 TAB LAND
NULL,7598008000748,AMITRIPILINA 25MG X 10 TAB LAND
NULL,7598008001684,HIDROCLOTIAZIDA 50MG X10 TABL LAND
NULL,7598008001929,CARBIDOPA-LEVODOPA 25MG-250MG X 10TAB LA
NULL,7598008001950,CAVERDIDOL 6.25GM X 10 TAB LAND
NULL,7598008002438,METOTREXATO 2.5MG X10 TAB LAND
7598008002681,7598008002681,KETOPROFENO 50G X10 TABL LAND
NULL,7598055000319,BIMOLET (TARTRATO DE BRIMODINA) CAPSUVE
NULL,7598055000708,GABAROL 75 MG X30CAP CAPSUVEN PREGABALIN
NULL,7598055001248,PURINOL 300MG X 10 TABL DRUG
NULL,7598127002166,BLUDIPIN LP 30 MG X30 TABL BLUE MEDICAL
NULL,7598127002289,CEFADROXAN 500MG X10 CAP BLUE MEDICAL
7598429000303,7598176000021,CIPROFLOXACINA 500      MG X 10
7598176000038,7598176000038,LEVOFLOXACINO 500MG X 10 TAB ANGELUS
7598176000083,7598176000083,METFORMINA 500      MG X 30
NULL,7598176000113,GLIMEPIRIDE 2MG X 30 TAB
NULL,7598176000557,FENITOINA 100MG X 30 TAB ANGELUS
NULL,7598176000694,CANDERSARTAN 8 MG X 30 TAB ANGELUS
NULL,7598176000731,SITAGLIPINA 100        MG X 30 TAB ANG
NULL,7598176000816,DAPAGLIFLOZINA GLINAMED 10MG X 10 TAB AN
NULL,7598176000823,GLINAMED DAPAGLIFOZINA 5MG X 30TAB ANGEL
NULL,7598176000830,EMPAGLIFOZINA 10MGX 30 TAB VEMANTIN ANGE
NULL,7598176000847,VEMANTIN/EMPAGLIFLOZINA 25 MG X30 TABL
7598176000878,7598176000878,ZULTINA SUSPENSION ORAL 100MG/5ML ANGELU
NULL,7598176001165,OLMERSARTAN 40 MG ANGELUS 30TAB
NULL,7598176001455,UROFIDE (DUTASTERIDE) 0.5 MG LAB ANGELUS
NULL,7598252000068,DISCAPINA COMPOSITUM X20 TABL DISTRALAB
NULL,7598252000211,DETFORGLIN 500MG/50MG DISTRILAB X 30 TAB
7598252000235,7598252000235,FLUNARIZINA 10      MG X 30 TAB
7598252000266,7598252000266,AMOXICILINA/AC CLAVULANICO 875 MG/5 X 14
NULL,7598252000297,dianidip 20 mg x 10 tab
NULL,7598252000440,DIALPRON /AC VALPROICO 250MG/5ML
NULL,7598252000624,FENOBARBITAL 100MG X 30 TAB DISTRALAB
7598252001003,7598252001003,DYMAZOL DUAL CREMA VAGINAL 50GR DISTRALA
NULL,7598252001188,LORATADINA 5MG/5MLX120ML DISTRALAB
7598252001591,7598252001591,MOXIFLOXACINA 400MG X10 TABL DISTRALAB
NULL,7598252002017,DIGFLOXIN/DAPAGLIFLOZINA 10MG X40 DISTRA
NULL,7598252010197,DIXAPARIN ENOXAPARINA 40MG X1 AMP DISTRA
7598252101666,7598252101666,CARVEDILOL 12.5MG X30TABL DISTRALB
NULL,7598307000418,MONTELUKAST 4MG PED X 30TAB GDG PHARMA
NULL,7598455001060,BROMURO DE IPATROPIO GOTAS 15ML BIOGLAS
7598484000065,7598484000065,AMOXICILINA/AC 875MG-125 X14 TAB QUIMFAR
7598484000102,7598484000102,AMOXICILINA/AC 500MG-125 X14 TAB QUIMFAR
NULL,7598484000294,LIBOLAR DEXTROMETROFANO JAB 120ML
7598484001239,7598484001239,CEFADROXILO 500MG X10 CAP QUINFAR
NULL,7598578000179,OMEPRAZOÑ 20      MG X 20 CAPS
7598578001084,7598578001084,NEVIBOLOL 5MG X 30TAB
NULL,7598677000247,ACIDO VALPROICO 500MG X 30 TAB CLEO
NULL,7598677000377,NITROFURNTOINA 100        MG X 10 TAB 
NULL,7598677000452,ACIDO VALPROICO 250MG/5ML JAB 180ML CLEO
7598852001496,7598852001496,NEROXUM/ESOMEPRAZOL 20G X 28 UNIPHARMA
NULL,7598869000178,MELOXICAN 15MG X10 TAB NIO PHARMACEUTICA
NULL,7598869000321,CINARIZINA 75 MG X 20 TAB NEO PHARMACEUT
7598869000598,7598869000598,SUCRALFATO 1G/5ML PHARMACEUTICAL
NULL,7598869002066,WARFARINA 5 MG X 30 TAB NIO PHARMACEUTIC
NULL,7598981001442,ACIDO TRANEXAMICO X1 AMP JMW
7598981001640,7598981001640,LAGEMIN/LAMOTRIGINA 100MG X 30 TABL GEMA
NULL,7598981004191,TARVINA/ATORVASTATINA 80 MG X30  GEMA
7599028000077,7599028000077,GLICERINA 30 ML LYA
NULL,7599028000459,HEMORROIMED 30G LYA
NULL,7599028000633,SULFATIAZOL 5 G
NULL,7599112000143,BETHINA/BETAHISTINA16MG X30  TABL ZORIA
NULL,7599112000198,CLAVUTAN AMOXC600MG+42.9ACID CLAV ZORIAK
NULL,7599112000228,DAPAXIT DAPAGLIFOZINA 10MG X 30TAB ZORIA
NULL,7599513000100,ETORICIXIB 120 MG X 10 TAB VINCETI
NULL,7599608003627,PENICILINA 6.3.3 AMP X1 ZUZU
NULL,7599704000049,BROMURO DE IPATROPIO 20MCG X 200 DOSIS
NULL,7599704000124,SOLUCION FISIOLOGICA 0.9% X 500ML BIOVZL
7599704000162,7599704000162,AMOXICILINA 500MG X10 CAP BIO/VENEZUELA
7599704000179,7599704000179,AZITROMICINA 500MG X 3TAB BIO
NULL,7599704000193,BROMURO DE IPATROPIO 250MG X 5 AMP BIO V
NULL,7599762000166,BENCILPENICILINA 2.400.000 X1 AMP ALFA
NULL,7599895000101,ENOXAPARINA 40MG/0.4 X1 AMP AXA
7599955000034,7599955000034,VITA SUPOSITORIO 3MG X4 UNID VITAOZONO
NULL,764451543591,SOLUCION RINGER LACTATO 500ML I.V. FULL
NULL,7702123006800,ASPIRINA BABY 100MG X28 TABL BAYER
7702605101634,7702605101634,LORATADINA 10MG X10 COMP GENFAR
NULL,7702605103232,LOSARTAN 50MG X30 TABL GENFAR
NULL,7702870003596,SINOVUL X 21 TAB
NULL,7703038040477,SULFATO FERROSO 300MG  X 10 TABL LAPROFF
NULL,7703038040941,AMITRIPLINA 25 MG X 10 TABL LAPROFF
NULL,7703038045250,COMPLEJO B X10 TABL LAPROFF
NULL,7703038045397,COLCHICINA 0,5      MG 
NULL,7703038045410,COLCHINA 0.5 MG LAPROFF 10 TAB
NULL,7703153022693,GESTAVIT DHA 30 CAP PROCAPS
NULL,7703153041205,MAXIDUO X 7 OVULOS (CLINDA + KETOCO)
NULL,7703153041212,BETADUO SUSP INY X1 AMP
NULL,7703281008415,DERMACORTINE CRM 0.1% X 15GR
NULL,7703333007205,BETARRETIN H LOC AL 5% X 60 ML
NULL,7703454122993,STAMYL FORTE X 20TABL FARMA
7703454129060,7703454129060,STAMYL FORTE 300MG/100MG X 20TAB
NULL,7703712010307,GASTRO FULL MAX SUP X150ML CEREZA COASPH
NULL,7703712014541,GASTRO FULL-SACHET SABOR MENTA DOBLE A.
NULL,7703712030596,TRIMETROPIN/SULFAMETOXAZOL X10 TABL COAS
NULL,7703712032903,POMOATO DE PIRENTEL 250MG/5MLSUSP 15ML
NULL,7703712033511,PIROXINCAM 0.5% 30 G GEL COASPHARMA
NULL,7703763081134,LAGRIOFTOL 0,3% 15ML
NULL,7703763165056,GLIMEPIRIDE TAB 2      MG X 16 ELTER
NULL,7703763165117,GLIMEPIRIDE TAB 2      MG X 30 ELTER
NULL,7703763231553,PULMOLIX 1.5  SOBRES X1 PHARMETIQUE
NULL,7703763661060,PULMOLIX 600MG SOBRES X10 PHARMETIQUE
NULL,7703763784738,CEFRADROXILO 250      MG / 5 LA SANTE
NULL,7703763876334,OLANZATIQUE 10MG X14 TABLEB PHARMETIQUE
NULL,7705323242115,TIAZOMETS MEYER X14 TAB
NULL,7705959500344,CARBIDOPA LEVODOPA 25 MA 7 250 MA GENFAR
NULL,7707274721053,ACTIVA 21 GRAGEAS FAES FARMA
NULL,7707355053448,NOXPIRIN DIA SOBRE
NULL,7707355054209,TIROXIN 125 MG X50TAB (SIEGFRIED)
NULL,7707355054223,TIROXIN 25MCG X 50 SIEGFRIED
NULL,7707355057958,TIROXIN 150 MG 50TAB ( SIEGFRIED)
7707355059679,7707355059679,TIROXIN 50MG X50 TABL SIEGREID
NULL,7708605414279,OMEPRAZOL L.R 40MG X 30 CAP FERLINI
7708867432059,7708867432059,AMOXICILINA + ACIDO CLAV 875 (FLEVIRNI)
NULL,7709990001129,DOLPACK
NULL,7730698004518,OTALEX SUSP GTA OTICA X 5 ML
NULL,7730969300004,BIRGIT PLUS 850MG/50 MG X30 MEGALABS
7730969306839,7730969306839,NEFROTAL 100MG X30 COMP ROWE
NULL,7730969309281,DORIXINA FLEX 125MG/5MG X 5 TAB MEGALABS
NULL,7750215003299,CETERIZINA JBE 5      MG /5ML X 60ML
NULL,7750215026632,CLAVUTRIM CL 500      MG 125      MG X
NULL,7750215032664,PARACETAMOL 120MG/5ML SOLUC ORAL 120ML P
NULL,7750215575819,PARACETAMOL 120       MG /5ML X 120 ML
NULL,7750778000544,SYSTALAN SOL OFT X15 ML LANSIER
NULL,7750778000865,SYSTALAN ULTRA SOL OFTA X1O ML LANSIER
NULL,7751940001291,HIRUDOID GEL X 20GR
NULL,7751940001307,HIRUDOID GEL 40MG CIFARMA
NULL,7751940001314,HIRUDOID  POMADAX14 GR
NULL,7751940001321,HIRUDOID POM X40GR
NULL,7791848245007,NEUMOTEX BUDESONIDE SUSP PARA NEBULIZAR
NULL,7791848257031,NEUMOTIDE 250-25 INHALADOR 1200 ELEA
NULL,7795345010977,AMOXIDUO PVO P/SUSP 750      MG X 70M
NULL,7795345011219,AMOXIDUO COMPDO 875      MG X 14
7795345121611,7795345121611,CORBIS 2.5 X 30TAB
NULL,7795360008232,TOBRA DEXA GOTAS X 5ML DOROPHARMA
NULL,7795368001693,FOTORRETIN SOL OFT 5 ML     POEN
NULL,7795368001785,POENTOBRAL SOL OFT X 5 ML   POEN
NULL,7795368054101,LOTESOFT SUSP OFT EST X 5 ML
7795368054965,7795368054965,TOPTEAR GTAS OFT 4      MG /MLX10ML
NULL,7795380002333,ACEMUK (ACETILCISTEINA)200MG X 10 TAB
NULL,7796285050863,MILEVA 35 X 21 COMP
NULL,7796285051501,OVUMIX  6 OVULOS ELEA
NULL,7796285283476,NEUMOTEROL 80MG/4.5 120 DOSIS ELEA
NULL,7796285287313,FLEVOMAX 450MG-50MG X 30TAB ELEA
NULL,7798032934426,FLEXIPLEN B12 X15 TAB ANTIFLAMATORIO SAV
NULL,7798032936123,GRIPABEN NASAL 30ML GTS
7800004261505,7800004261505,DISFRUTA (SOBRE)
7800004261512,7800004261512,DISFRUTA LIMON SAL EFERVESCENTE X1 SOBRE
NULL,7841141005447,AGURIN/PARACETAMOL 1GR X20 COMP ADIUM
7861148020472,7861148020472,GIVOTAN PVO SUSP 100      MG X 30ML
NULL,7861152100016,ANALGAN/PARACETAMOL 1G X20 COMP  TECNOFA
NULL,788070552796,PARACETAMOL 500MGX30 TAB MEDRIKHA
NULL,788070552895,ACIDO VALPROICO 500 MG X 30 TAB MEDRIKHA
NULL,788070698777,KLOZENA 0.5 MG X 30 TAB SNC
NULL,788070698784,KLOZENA 2 MG X 30 TAB SNC
NULL,788364664976,MIPAX 1MG X30 COMP SNC
NULL,7891721029097,GLUCOPHAGE XR 750MG X 30 COMP MERCK
NULL,7896523201801,CETOCONAZOL SHAMP ANTICAS 20MG-MLX100ML
NULL,7896714200804,TORSILAX 30 TAB NEO QUIMICA
NULL,7897917004688,BETACORTAZOL
NULL,7898049797332,NIMESULIDA 100MG X 12 COMP VITAMEDIC
NULL,7898495600552,HEMOCORT POMADA X 25G CIFARMA
NULL,791466994858,TAMSUPRAD 0.4MG X 30 TAB DPT
NULL,791466996319,AMOXIPRAD AMOXICILIN 875-ACIDO CLAVU 125
NULL,8699525014344,CANDEXIL PLUS 16/12.5 X 28 DOROPHARMA
NULL,8699525014351,CANDEXIL PLUS 32/12.5 X28 DOROPHARMA
NULL,8699525282507,AMOKLAVIN-BID 400MG/57MG FORTE X70 ML
8901463195505,8901463195505,ALZENOR 10 (MEMANTINA) X 28 TAB DROTA
NULL,8902297024603,METRONIDAZOL 250      MG / 5 ML DROTAF
8902297026898,8902297026898,GYNO-CANDERM 100MG X 7 OVULOS DROTAFARMA
NULL,8903703000020,ENOXAPARINA 40MGX1 AMP NEOPARIN
NULL,8904159415178,ONDASENTRON 8 MG X 10 TAB ADN
NULL,8904159499772,VITAMINA C 1GR/ML I.V/I.M. ADN
NULL,8904187829596,METOTREXATO 2.5MG X 10 TAB VICENTI
NULL,8904187879874,DIFEHIDRAMINA 25 MG X 10 TAB VINCETI
NULL,8904187897274,FLEMOXON 250MG/5ML JAB X100 ML BIOHAB
NULL,8904278589552,METOTREXATE 2.5 MG X 30 TAB COAST
8904278689719,8904278689719,FLUCONAZOL 150MG X10 CAP HUMAN
NULL,8904306501013,METOTREXATO 2.5 MG X 10 TABL PRISMATREX
NULL,8904307708411,SOLUCION CLORURO DE MAGNESIO 0.9%X 500ML
NULL,8904324102308,BROMEXINA 4MG /5ML X120ML ZAKIMED
NULL,8904324102315,BROMEXINA 8MG/5ML EN 120ML ZAKIMED
8904324104340,8904324104340,NITAZOXANIDA 500MG X6 TAB ZAKIMED
8904324104609,8904324104609,MUPIROCINA 2% CREMA  X10GR    S&G
8904464203828,8904464203828,DECUTEN /CLOTR/NEO/DEXA/X20GR ZN
8904464203842,8904464203842,CLOTRIDERM/CLOTRIMAZOL CREMA X20GR 2N
8904464205051,8904464205051,SILDENAFIL 100MG X 4 TAB 2N
8904464205129,8904464205129,ACIDO MEFENAMICO 500MG X 10 TAB 2N
8904464206096,8904464206096,DAPAGLIFLOZINA 10MGX30TAB
8904464207574,8904464207574,BIOTREX/CETIRIZINA 10MGX10 PAST HB
NULL,8904464293638,ACIDO MEFENAMICO 500MG  X10 2N
8904470100029,8904470100029,GESTODENO/ETINILESTRADIOL X 21 OVEROL
8904470100036,8904470100036,NORGESTREL/VALERATO ESTRADIOL X21 OVEROL
8906001551010,8906001551010,PYLOOCAIN UNG HEMORROIDAL 30G
8906001553564,8906001553564,DICLOFENAC GEL X 20GR FIXADOL
8906001554509,8906001554509,CALAMINA LOCION 100ML CALAFIN
8906001557616,8906001557616,BACITRACINA ZINC 500UI/G X 15 G DROTAFAR
8906001558231,8906001558231,VENAPROCT BETA/FENILE/LIDOCAINA 30GR
8906001559412,8906001559412,SULFADIAZINA DE PLATA 1% CREMA DROTAFARM
8906005111395,8906005111395,LENOR - LEVONORGESTREL 1.5      MG X 1
NULL,8906005116987,SILDENAFIL 50 MG X 4 TAB DROTACA
8906005117267,8906005117267,BLI_RANITI_150MG X10 DROTAFARMA
NULL,8906005117298,BLI_NIFEDI 10MG X10 TABL DROTAFARMA
8906005117403,8906005117403,TADALAFIL 20      MG X 4 UNICURE
NULL,8906005117564,ATORVASTATINA 20MG X30 TABL FARMAMED
8906005117595,8906005117595,LORATADINA 10MG X10TABL FARMAMED
8906005117618,8906005117618,AZITROMICINA 500MG X 3 TABL FARMAMED
8906005117670,8906005117670,CLOPIDOGREL 75MG X20 TABL FARMAMED
8906005118110,8906005118110,ATENOLOL 100MG X30 TABL DROTAFARMA
8906005118233,8906005118233,COLCHICINA 500MG X 30TABS FARMAMED
NULL,8906005118240,EXTORICOXIB 120MG X 10 TAB FARMAMRD
8906005118387,8906005118387,CIPROFLOXACINA 500MG X 10 TAB FARMAMED
8906005118493,8906005118493,SUERO HIDROLIT ORAL NARANJA DROTAFARMA
NULL,8906005118783,ATORVASTATINA 40MG X 30 TAB FARMAMED
NULL,8906005119216,ESPIRONOLACTONA 25MG X 30TAB DROTAFARMA
8906005119360,8906005119360,SALES DE HIDRATACION ORAL 21.5G COCO
8906005119377,8906005119377,HIDROLIT SOBRES ORAL X1 DROTAFARMA
8906009239880,8906009239880,PROGESTERONA 100MG X10 CAP TIARES
8906009239903,8906009239903,GESTASYN 200 MG X 10 CAP TIARES
8906036365798,8906036365798,CLOTRIMAZOL CREMA TOPICA 1% 30G ZUZU
8906036368584,8906036368584,CITICOLINA 500MG X 10 TAB ZUZU
8906036368843,8906036368843,CLOTRIMAZOL GOTAS OTICAS 1% ZUZU
8906036369437,8906036369437,TOBRAMICINA GTA 0,3% 5 ML
NULL,8906044710917,SALBUTAMOL 100MG INHL 200 DOSIS DROTACA
NULL,8906044711402,KETOPROFENO BP 100MG X 10AMP IM IN
8906044712027,8906044712027,SALBUTAMOL 5MG/ML SOLUC INHALAR DROTACA
8906045360500,8906045360500,METRONIDAZOL 250/5ML SUSP 120ML ZUZU
8906045361231,8906045361231,COMPLEJO B+LIDOCAINA CJX3AMP I.M ZUZU
8906045361545,8906045361545,GLICACIDA 60      MG X 30 TAB ZUZU 
NULL,8906045361569,SITAGLIPTINA 50MG/500MG METFORMINA X 30
NULL,8906045361576,CARBONATO DE CALCIO 500MGX10 COMP ZUZU
8906045361590,8906045361590,VITA- MIX REGULAR 60 TAB ZUZU
NULL,8906045361613,VITA-MIX PRENATAL X 50 CAP ZUZU
8906045361712,8906045361712,DERMATEZ 30GR ZUZU
8906045364430,8906045364430,LOSARTAN POTASICO 50MG X30TAB ART MEDICO
NULL,8906069872485,ESOMEPRAZOL 40 MG X 10 CAP
NULL,8906069872560,NIFEDIPINA LP 30 MG X 10 TABL KMPUL
NULL,8906069872591,DEFLAZACORT 6MG X 10 TAB KMPLUS
8906082150645,8906082150645,CEFADROXILO 500MG X 10 TABL FARMAMED
8906082150676,8906082150676,AMOXICILINA 500MG X10CAP FARMAMED
8906082150973,8906082150973,CLOPIDROGREL 75MG X 20 TAB FARMAMED
8906082151185,8906082151185,QUETIAPINA 100 MG X10 TABL FARMAMED
8906082151345,8906082151345,AMIODARONA 200MG X 10 TAB FARMAMED
8906082151420,8906082151420,PREGALIS 75 MG X 30 CAI PREGABALINA
NULL,8906082151468,TIOCOLCHICOSIDO 4MG X 10 TAB
8906082151543,8906082151543,PREGABALINA 150 MG X30CAP PHARMARIS
8906082151574,8906082151574,QUETIAPINA 25MG X30TABL PM
8906082152366,8906082152366,HIOSCIL BULTIBROMU HIOSCNA 10MG X 10TAB
8906085137162,8906085137162,TORSILIVE X 30 TAB(Torsilax)
8906101703678,8906101703678,AMOXICILINA 250MG/5ML X 60ML BALAXI
8906102887704,8906102887704,LOPERAMIDA HCL 2MG X10TABL PM MEDICAL
8906104081056,8906104081056,ESOGASTAN 40MGX30 TABL ESOMEPRAZOL ZORIA
NULL,8906104081360,VALSARTAN 160MG X 30 TAB ZORIAK
8906104081384,8906104081384,GAPTAN 300MGX 30CAP GABAPENTINA ZORIAK
8906109691236,8906109691236,LEVOFLOXACIN 500      MG X 10 TAB 
8906109691243,8906109691243,VACICLOVIR 500MGX10 TABL ADN
8906109692295,8906109692295,SUCRALFATO 1G/5MLX 80ML SUSP ORAL ADN
NULL,8906112610422,MONTELUKAST 5 MG MONTEPRA X 10 TAB
NULL,8906112610446,IBUPRA IBUPROFENO 600 MG X 10 ADN
8906112610538,8906112610538,PRAZOLID/LINEZOLID 600MG X10 TABL ADN
8906112610699,8906112610699,SULTAHEN SULTAMICILINA 750MG X10 TABL
NULL,8906112611740,MONTELUKAST 10 MG X10 TABL MEDVAL
NULL,8906112612440,AMOXICILINA/AC 875 MG X14 MEDVAL
8906120990004,8906120990004,N-ACETILCISTEINA 600MG X10 SOBRE GEAGAR
8906120990059,8906120990059,ACIDO VALPROICO 500MG X 30 TAB GEAGAR
8906120990103,8906120990103,AMOXICILINA/ACIDO CLAVUL 875/125MG GEAGA
8906120990110,8906120990110,CEFADROXILO 500 MG 10 CAP GEAGAR
8906122851440,8906122851440,LOPERAMIDA 2 MG X 10 TAB ARTE MEDICO
8906122851471,8906122851471,MELOXICAM 15MG X10 TABL ARTE MEDICO
8906130230084,8906130230084,OMEPRAZOL 20  MG X 30 TAB BRIXMEDIC
8906130230596,8906130230596,IBUPROFENO SUSP BP  100ML BRIXMEDIC
8906130230855,8906130230855,BLI_ATORVASTATINA 20MG X10 BRIXMEDICA
NULL,8906130231,BLI_SILDEN 100 MG X 4 TABL BRIXMEDICA
8906130231876,8906130231876,LIDOCAINA 5%UPS 30GR BRIXMEDIC
8906130233429,8906130233429,PARACETAMOL 120MG/5ML EN 120ML BRIXMEDIC
8906142160904,8906142160904,VITAMIX FORTE TAB 1 X 10 TAB
8906142161000,8906142161000,LINEZOLID 600X 10 TAB  (ZYLINEX) NEOPHAR
8906142161178,8906142161178,DEXAPIL 4MG X 10 TABL DEXAMETASONA ADN
8906143192003,8906143192003,OMEPRAZOL 20MG X 28 CAP OB
8906148420774,8906148420774,ELECTROZIN/PRO X1 SOBRE ARTE MEDICA
NULL,8906150831353,LINEZOLID 600MG  X 10 MEDVAL
8906156850273,8906156850273,AMOXICILINA/AC CLA 875MG/125MG ADN
NULL,8906156850440,CLAVUMED/AMOXICILINA/AC 600MG/5ML X60ML
8906159250179,8906159250179,SULFADIAZINA DE PLATA 1% CLORHE 0.2% ZUZ
NULL,8906159251855,ACIDO TRANEXAMICO 500MG X 10 TAB ZUZU
NULL,8906159251961,ALENDRONATO SODICO 70MG X 4 TAB ZUZU
8906159253712,8906159253712,LOSARTAN100MG X30 TABL ALFA
8906159253774,8906159253774,DICLOFENAC POTASICO 100MG X 30 TABL
