codigo,codbarras,descrip1art
NULL,7592074002750,ARANDANO NEGRO 400MGX60 CAP BIONECTAR
NULL,7592074003764,ZINC 50MG X 60 CAP BIONECTAR
NULL,7592074004686,MIPROPOLEO JBE X 120 ML BIONECTAR
NULL,7592236002086,ROBIMEN COMPLE B 120 ML
NULL,7592236002192,METOCLOPRAMIDA- CLOP JAR 120 ML
NULL,7592236002215,FANASAL ADULTO 15 ML
NULL,7592236002307,CO-TRIMOXAZOL 80-400 MG QUIMIFAR
NULL,7592348218108,MADECASSOL PVO AL 2% X 5 GR
NULL,7592348218122,MADECASSOL PVO AL 2% X 10 GR
NULL,7592348218221,MADECASSOL UNG AL 1% 20 G
NULL,7592348227506,POLIFIX PVO DENT X 22 GR
NULL,7592348413848,MADECASSOL 10 MG X 30 TAB POLINAC
NULL,7592349001020,DIHIDROPLIP (LERCANDIPINA) 10MG X 10TAB
NULL,7592349001037,DIHIDROLIP (LERCANDIPINA) 20MG X10 COMP
NULL,7592349001044,LUMBAX 400MG X 10 TAB
NULL,7592349001051,LUMBAX 600MG X 10 TAB VALMORCA
NULL,7592349001129,ATROVERAN 10MG X 10TAB VARGAS
NULL,7592349001174,LOSARTAN POTASICO 100MGX30 COMP GENER CA
NULL,7592349001563,FUMARATO DE BISOPROLOL 2.5MG X 30 TAB VA
NULL,7592349001570,FUMARATO BISOPROLOL 5MG X 30TAB VARGAS
NULL,7592349001846,BISOPROLOL FUMARATO 1.25MG BIPROLIL X30
NULL,7592349001907,VALSARTAN 80MG X 30COMP GENERICO CALIDAD
NULL,7592349429787,KETAZOL CREM X 15 GR
NULL,7592349527124,MODERAN JBE X 120 ML
NULL,7592349722161,ATROVERAN 10MG/ML GOTAS X 15ML VARGAS
NULL,7592349722925,ANTIFOM COMR 40MG X 10
NULL,7592349722963,HENOVI-C GTA X 30 CC
NULL,7592349844757,GYNOVIT SOL VAG X 130 ML
NULL,7592349923872,SUPOSITORIO DE GLICERINA PED 1.68G X6 GC
NULL,7592349923957,SUPOSITORIOS DE GLICERINA 2,88 X 6
NULL,7592432000138,CEVAX ZINC 500MG-7.5X 15 CAP
NULL,7592432005478,VIT E CAP BLDA 400 MG X 30 VIVAX
NULL,7592432005560,SELENE CAP X 30 VIVAX
NULL,7592432007649,CEVAX CAP BLDA VIT C 500 MG X 30
NULL,7592432010212,EVIGAX CAP BLAND 125 MG X 20
NULL,7592432017877,BETADUO C/JERING PRELLENADA X 1ML
NULL,7592432900032,EVIGAX CAPB 125MGX10
NULL,7592432900193,CEVAX ZINC 500/7.5MG X 30 CAP VIVAX
NULL,7592432901381,CEVAX 500MG X 15 CAPS
NULL,7592432901428,VIT E CAP BLDA 400 U.I.X 15 VIVAX
NULL,7592454000437,BROXOL FLEM JAB AD X 120 ML
NULL,7592454000444,BROXOL FLEM JAB PED X 120 ML
NULL,7592454000734,BROXOL GRIP JAB PE X 120ML
NULL,7592454002301,HEDRALIV JBE X 120 ML
NULL,7592454003063,ANALPER FEM PLUS TAB 200MG/10MG X10
NULL,7592454003308,LOSARTAN P HIDROCLOROTIAZIDA 100-25MG
NULL,7592454003353,IBUPROFENO SUSP 100MGX60ML LA SANTE
NULL,7592454144964,FLUCONAZOL CAP 150 MG X 2
NULL,7592454172073,PIROXICAM CAP 20 MG X 10 ELTER
NULL,7592454345057,FLUDIL - FLUNARIZINA TAB 10 MG X 20
NULL,7592454536271,BROXOL JBE AD X 120 ML
NULL,7592454536370,BROXOL JBE PED X 120 ML
NULL,7592454889278,DESLER M TABM 2,5/5MG X30
NULL,7592454889384,DOMPERIDONA 10 MG X 30 ELTER
NULL,7592454889513,BROXOL ALERG SOL ORL 30-5MG/5 ML X
NULL,7592454889612,LOSARTAN POTA- HIDRO 50MG-12.5 MG SANTE
NULL,7592454889629,BROXOL GTA GRIP PED 80 MG / 0,5 ML
NULL,7592454889698,CLOPIDOGREL ELTER TAB 75mg x30
NULL,7592454889728,LOSARTA + HIDROCLO 100/25MG X 30 LA SANT
NULL,7592454891172,LOSARTAN POTASICO 100MG X 30 ELTER
NULL,7592454891240,DESLER M TAB 2,5 MG/5 MG X 10
NULL,7592454891257,DESLER M TAB 5 MG/10 MG X 10
NULL,7592454891288,TIOCOLFEN TAB 4 MG X 10
NULL,7592454891318,DESLER JARABE 60ML
NULL,7592454891363,BUCOXOL GAR FRUTOS ROJOS X 10 TAB
NULL,7592454891370,BUCOXOL GAR MENTA FRESCA X 10 T
NULL,7592454891387,BUCOXOL GAR MIEL Y LIMON X 10 TAB
NULL,7592454891394,TALYSTO 5MG X 10 TAB
NULL,7592454891400,TALYSTO 20MG TAB
NULL,7592601000372,BETAHISTINA 16MG X 30 (BUTAL) SIEGFRIED
NULL,7592601100232,CAMPAL CREM X 20 GR
NULL,7592601100454,IMAZOL CREM X 20 GR
NULL,7592601100461,IMAZOL SOL X 20 ML
NULL,7592601100478,IMAZOL TAB VAG X 6
NULL,7592601100492,MULTIVIRAL CAP X 30
NULL,7592601100539,TILODRIN GTA X 15 ML
NULL,7592601100546,TILODRIN JARABE X 120 ML
NULL,7592601100621,IMAZOL CREM VAG AL 1% X 50 GR
NULL,7592601100683,ARBIXIL SOL GTA PED 7,5MG/5MCG 15M
NULL,7592601100805,EQUALIV TAB X 30 NATURE PHARMA
NULL,7592601100836,SEDIVAL TAB X 30
NULL,7592601100881,BENZODIAZOL TAB MAST S/MENTA X 16
NULL,7592601101093,MUPROBRAN UNG AL 2%X15GR
NULL,7592601101154,PERTEN CRM 1% X 20GR
NULL,7592601110590,IMAZOL PVO AL 1% X 20 GR
NULL,7592601200413,PLEXAMIN JBE X 120 ML
NULL,7592601300984,ESPIROLACTONA 25MG X 20 TAB
NULL,7592601301509,BENZODIAZOL NARANJA TABM 0,25/5MG X
NULL,7592601301516,BENZODIAZOL LIM/MIEL TABM 0,25/5MG
NULL,7592601301561,BENZODIAZOL TAB MAST LIMON x16
NULL,7592601301578,BROLAT - LORATADINA + AMBROXOL TAB X 10
NULL,7592601301585,BROLAT SOL ORAL 60ML
NULL,7592601301615,MICONAX MEYER CREMA x 40gr
NULL,7592601301783,IBUTANCOL 400MG 4MG X 10
NULL,7592601301790,IBUTANCOL 400MG 4MG X 20
NULL,7592601301806,PERTEN 1%X 30ML SOL GOTAS MEYER
NULL,7592601303121,IBUTANFEM 400MG-20MG IBUPR-N-BUTILBRO
NULL,7592601303602,BICOL VALSARTAN 80MG HIDRO 12.5MG X14TAB
NULL,7592616005010,AMBROXOL JBE PED 15MG/120 ML KIMIC
NULL,7592616011028,ATENOLOL CAP 50 MG X 30 KIMICEG
NULL,7592616083018,CETIRIZINA JAB 1MG/ML X 60ML KIMIC
NULL,7592616136585,MUCOMAX 30MG/5ML
NULL,7592616221014,IBUPROFEN SUSP 100MGX 60ML KIMICE
NULL,7592616375014,MELOXICAM TAB 15 MG X 10 CAP
NULL,7592616576145,CAPTOPRIL TAB 25 MG X 20 KIMICEG
NULL,7592616576558,DESLORATADINA 5MG X 10 KIMICEG
NULL,7592616576626,CARVEDILOL COMP 12,5 X 10
NULL,7592616576657,CARVEDILOL 25MG X 20TAB KIMICEG
NULL,7592616583075,MUCOMAX JARABE PED 120ML
NULL,7592616584027,KETOCONAZOL CREM 2% X 15 GR KIMICE
NULL,7592616584126,TERBINAFINA CRM 1% X 15GR KIMICEG
NULL,7592710000805,PROSTAPLANT CAPSULAS x 60´s
NULL,7592782000130,FUGOLIN CREM X 20 GR
NULL,7592782000529,GENCIVOL COMP X 30 CC VINCENT
NULL,7592782000567,OTAN GTA 0,10/4MG X5ML
NULL,7592782000673,NOV HEPAR JBE X180ML
NULL,7592782000741,LEVOFERIN SOL JBE 30/5mlx120ml
NULL,7592782000932,SOLUNOVAR 240 ML
NULL,7592782001052,SOLUNOVAR SPRAY X 60 ML SABOR HIERBABUEN
NULL,7592782001861,SOLUNOVAR COMPUESTO 120 ML VINCENTI
NULL,7592803000118,CINAREN CAP 75 MG X 20
NULL,7592803000200,CLOFEN GTA 15MG/ML X 15 ML
NULL,7592803000460,DOLAK COMPDO 20 MG X 10
NULL,7592803000811,NOPUCID SHAM 100 ML
NULL,7592803000835,NOPUCID LOC X 100 ML
NULL,7592803001023,VIZERUL COMPD 300 MG X 10
NULL,7592803001221,NEMODINE COMR 40 MG X 20
NULL,7592803001290,FAZOL GRAN P/SUSP 500MG X 15 ML
NULL,7592803001368,DOLAK COMPDO 10 MG X 20
NULL,7592803002389,VIZERUL JBE 150MG/10ML X 120 ML
NULL,7592803002402,MUCLAR JBE 30 MG-5MG/5ML X 60 ML
NULL,7592803002419,DOLAK COM 30 MG X 4
NULL,7592803003959,ALGIOL (BISOPROLOL)2.5 MG X30COM DOLLDER
NULL,7592803003997,CLOFEN 1.8MG/ML SUP 120 ML
NULL,7592806112047,DECOBEL AMP 8MG /2ML X 2 ML
NULL,7592806114195,DECOBEL 8MG/2ML ROVANA
NULL,7592806121018,ACETOBEN JBE X 120 ML
NULL,7592806121063,ROCARNIN 10% SOLUCION
NULL,7592806122015,BACTRON SUSP X 100 ML
NULL,7592806123012,ATROBEL GOTAS 15ML
NULL,7592806132021,MILAX PVO SOL ORAL X 360GR
NULL,7592806132038,MILAX PVO SOL ORL X 120GR
NULL,7592806132076,COLAYTE 69.57 GR ROVANA
NULL,7592806133042,ALURON TAB 100 MG X 30
NULL,7592806133073,BACTRON TAB 80 MG X 20
NULL,7592806133097,ALURON COM 300 MG X 20.
NULL,7592806133530,BACTRON FORTE TAB 160/800 MG X 10
NULL,7592806133639,FOLIFER B12 TAB X 30
NULL,7592806134018,IBUTIL FORTE IBUPRO 600MG/TIOCOL 8MG ROV
NULL,7592806134094,GRATIO TABR 750MG X 10
NULL,7592806136036,DECOBEL 4MG X 10 TAB RONAVA
NULL,7592946169659,OMEGA 3-6-9 CAP X 60 ARCO IRIS
NULL,7593090000201,ARNICA FC ROLL-ON 90 GR
NULL,7593090000676,ARNICA FC FORT ROLL ON C/MANGO
NULL,7593090001154,MUCOLIN AMBRO15 M/0.01MG/5MLCLENBU120ML
NULL,7593090001208,SULIXTRA TAMSULOSINA 0,4      MG X 10
NULL,7593090001215,SULIXTRA DUO (TAMSU CLOH0.4M DUTASTE 0.5
NULL,7593090001642,MULTIVINOL X 30TAB FC PHARMA
NULL,7593090001697,IVERMENTINA 6MG X 4 TAB FC LABORATORIOS
NULL,7593090002281,VIT C FC PHARMA TAB 500      MG X 15
NULL,7593090002311,DARLIDE CAP BLANDA 1000UI X 30
NULL,7593090002434,MELIGEN MEMANTINA 10MG X30 TABL FC
NULL,7593090002830,CANDERSARTAN 16MG X 30 TAB CANDETIP
NULL,7593090002854,DUTASTERIDA 0.5 MG X 30 CAP FCLABORATORI
NULL,7593090003318,ANAPIR/IBUPROFENO 600MG X10 CAP FC
NULL,7593434000089,ARNICA MENTOL 250G RHELEN
NULL,7593434000140,GEL ARNICA MONTANA PLUS 240G
NULL,7593434000164,RHELEN ARNICA PLUS ROLLON X 90
NULL,7593434001444,RHELEN ARNICA CRISTAL 100GR
NULL,7593434002625,ARNICA MONTANA PLUS TARROX100G RHELEN
NULL,7593533001116,ARNICA GLOBULIS  D6 X30GR VIHOM
NULL,7594000020166,FENOBARBITAL 100       MG X30 TAB LIST
NULL,7594000020418,AMBROXOL JBE AD 30        MG /5MLX120M
NULL,7594000490488,ONDANSETRON COMPDO 8      MG X 10
NULL,7594000490495,ONDANSETRON INY 2MG/ML 4MG X 1
NULL,7594000490501,ONDANSETRON INY 2MG/ML 8MG X 1
NULL,7594000490617,RIDAL COMPDO 2 MG X 20 GMP
NULL,7594000491799,RIDAL GTA 1MG/ML X 20ML
NULL,7594000850084,PIPERAZINA 500/5ML JBE X120ML BIOQUIMICA
NULL,7594000850206,FECOR (FUMARATO FERROSO) x 30 CAPS BIOQU
NULL,7594000850367,ALBENDAZOL 400/10ML SUSP ORAL BIOQUIMIC
NULL,7594000850466,IBUPROFENO SUSP 100      MG /5ML 120ML
NULL,7594000850909,AMBROXOL JAB PED BIOQUIMICA 120ML
NULL,7594000850985,BROMEXINA JBE PED X 120 CC
NULL,7594000851234,ACETOMINOFEN CLORFENIRAMINA 125      M
NULL,7594000851333,ACIDO FOLICO 10MG/ML GOTAS X 30ML PED
NULL,7594000851425,VITAMINA 500MG C X 30TAB BIOQUIMICA
NULL,7594000851500,DESLORATADINA JBE 0.5M/60ML BIOQUIMICA
NULL,7594000851562,BROMHEXINA 8MG/ 5 ML
NULL,7594000851586,AMBROXOL/LORATADINA X60ML BIOQUIMICA
NULL,7594000851593,AMBROXOL-LORATA 30MG-5MG/5ML JAB 120ML
NULL,7594000851616,LORATADINA 1MG/ML X 60 ML BIOQUIMICA
NULL,7594001100126,FUROSEMIDA 40 MG X 12 PLUS ANDEX
NULL,7594001100171,PROPRANOLOL ANDEX COMP 40mgx20
NULL,7594001100256,ALBENDAZOL 200MG X 6 TAB PLUS ANDEX
NULL,7594001100263,ALBENDAZOL 200MG X 2 TAB PLUS ANDEX
NULL,7594001100294,ALBENDAZOL 400MG/ML 10ML PLUSANDEX
NULL,7594001100331,DEXTONIL JAB 15MG/5ML X120ML
NULL,7594001100362,TIOCHAX TAB 4MG X 12 2X1
NULL,7594001100560,CLODOXIN GOTAS
NULL,7594001100577,CLODOXIM JAB 5ML X 120ML
NULL,7594001100591,MISULVAN GTA 100MG X 30ML
NULL,7594001100614,MISULVAN JAB 15MG/5ML X 120ML
NULL,7594001101024,ANANTY SUSP 120ML
NULL,7594001101154,KETOPROFENO 100 MGX10TAB KETODEX PLUSAN
NULL,7594001101178,KETOPROFENO COMP 100 MG X10
NULL,7594001101208,ENALAPRIL MALEATO 10 MG X 30 TAB PLUSAND
NULL,7594001101222,ENALAPRIL TAB 20 MG X 30
NULL,7594001101314,ACIDO FOLICO TAB 5MG X 30 PLUSANDES
NULL,7594001101338,ACIDO FOLICO TAB 10 MG X 20 PLUSAND
NULL,7594001101345,ACIDO FOLICO TAB 10 MG X 30 PLUSAND
NULL,7594001101352,AZITRODEX TABR 500 MG X 3
NULL,7594001101369,AZITRODEX TABR 500 MG X 5
NULL,7594001101444,LORADEX JBE 1MG/ML /X 60ML PLUSANDE
NULL,7594001101475,SECNIDEX TABR 500MG X 4
NULL,7594001101543,CLOPIDEX TABR 75 MG X 30
NULL,7594001101550,MISULVAN JBE PED 7,5MG/5ML X 120 ML
NULL,7594001101567,MISULVAN JBE ADUL 15MG-0,01MG/5ML X
NULL,7594001101581,ANANTY FORTE JBE x 120ml
NULL,7594001101604,ACETAMINOFEN TAB 650MG X 10 PLUSANDES
NULL,7594001101680,DEXTAMIN DESLORATADINA 0,5      MG /ML 
NULL,7594001101697,DEXTAMIN /DESLORATADINA  120ML PLUS ANDE
NULL,7594001101734,TIOCHAS PLUS 400MG 4 MG X10 PLUS ANDES
NULL,7594001101826,MONTELUKAST 10MG X 30 TAB
NULL,7594001101871,BENCIDAMINA 0.15% BEDEX 120ML PLUSANDEX
NULL,7594001101895,ACTICAR L-CARNITINA 1G/10ML PLUSANDEX
NULL,7594001101949,METFORMINA CLOHIDRATO 500MG X 30 TAB PLU
NULL,7594001101956,DEXTAMIN 5MG X 10 TAB DESLORATADINA
NULL,7594001101970,CLODOXIN 10MG X 10 COMP PLUSANDES
NULL,7594001102021,CARVEDILOL 6.25 MG X30 TABL PLUSANDEX
NULL,7594001102038,ESOMEPRAZOL 20MG X30 TABL PLUS ANDEX
NULL,7594001102045,LOSARTAN POTASICO 50MG X30 PLUS ANDEX
NULL,7594001102199,METFORMINA 850 X 30TAB PLUSANDEX
NULL,7594001102236,GLIDEX/METFORMINA 850MGX30 PLUS ANDEX
NULL,7594001102359,TANSUDEX/TAMSULOSINA 0.4 X30 PLUS ANDEX
NULL,7594001102366,TANSUDEX PLUS-DUTASTERIDA/TAMSULOSINA
NULL,7594001450894,CITRATO DE POTASIO 10% RECETEMARK 120ML
NULL,7594001455776,LAMEDOR COMPUESTO JBE 120ML BIONECTAR
NULL,7594001455820,CITRATO DE POTASIO 10% 500ML RECETTE
NULL,7594001455844,PASIFLORA + VALERIANA JBE X 120 ML RECET
NULL,7594001455851,CITRATO DE POTASIO SOLU AL 10% 500ML REC
NULL,7594001564423,Flixocare Fluticasona 0.05 % 120 Dosis
NULL,7594002082124,DICLOFENA POTASICO 50MGX10TAB ELMOR
NULL,7594003280048,NIOSILIN PDA X 25 GR
NULL,7594005620064,ACEITE DE ALMENDRAS C/ VIT E SOLANO
NULL,7594005620200,GLICERINA 30 ML ALVA-LOF
NULL,7594005620316,TINTURA DE ARNICA 30 ML ALVA-LOF
NULL,7594005620323,TINTURA DE VALERIANA 30 ML
NULL,7594005620514,POMADA DE ARNICA 30GM
NULL,7595137000151,XIODINE SOL TOP IODADA X 150 ML
NULL,7595137000168,XIODINE SOL. JABONOSA 150ML
NULL,7595152002512,CEFALEXINA 500MG X 10 TAB REMENY
NULL,7595152002581,ENALAPRIL MALEATO 5MG X 10 TAB REMENY
NULL,7595152002628,FLUCONAZOL 150MG X2 CAPS REMENY
NULL,759515200267,ACIDO IBANDRONICO 150MG X 1 TAB REMENY
NULL,7595152002734,LEVOTIROXINA SODICA 25MG X 10TAB REMENY
NULL,7595414000836,COLAGENO+VITA C X 50 GOMIT FALIDU
NULL,7595414000850,BIOTIN+VIT C & E X 60 GOM FALIDU
NULL,7595414000867,VITAMINA D3 FADILU 1000IU X 30 GOMI
NULL,7595414001093,COLAGENJO /VIT C X60 GOMITAS FALIDU
NULL,7596139000057,JAB DE VALERIANA 120ML
NULL,7596139000132,VALERIANA GTA X 15 ML SOMA
NULL,7596273000968,OKY TOALLAS 20 UND MANZANILLA SV
NULL,7596347792515,MINOXIDIL 5% 60ML
NULL,7596347792522,MINOXIDIL 2% 60ML
NULL,7596347793567,BACITRACINA 500 U.I /G 15G
NULL,7596347793581,KETOCONAZOL 2% (KETOVEN) CREMA TOPICO
NULL,7596347793598,MUPIROCION
NULL,7596347802542,OLANZAPINA 10 MG X 10CMP DROPREXA DPT
NULL,7596347803471,TRIPLE ANTIBIOTICO BACIT-NEOM-POLIM
NULL,7596347805482,CEFTRIAXONA 1 GR X 1 AMP DPT
NULL,7596347805536,PENICILINA G BENZATINICA 2.400.000 AMP
NULL,7596347806939,CLINDAMICINA 300MG X 10 TAB DPT
NULL,7596347807103,VITAMINA C I.M/I.V 1G AMP DPT
NULL,7596526000714,MAGNEVIT ADVANCE 500MG X 50CAP NATURFILE
NULL,7596832000095,JABON PEDI  GLICERINA Y FRAGANCIA 100G
NULL,75970543,SULFUROCIS CREMA
NULL,7597072000296,GENTAMICIS CREMA
NULL,7597072001286,QUADRIMER CREMA
NULL,75971281,LIDOCAINA AMP 2MG X30ML ALESS
NULL,75971304,AMPICILINA SULBACTAM 1.5G
NULL,7597134002152,GINKGO BILOBA 500MG X70CAP
NULL,75971342,CEFTRIAXONA 1G AMP I.V./IM ALESS
NULL,7597189000042,COLAGENO HIDROLIZADO VIT E Y C X 30 CAP
NULL,7597285000052,CLORURO DE SODIO 0.9X500ML IPS
NULL,7597285000083,AMOXICILINA 500MG X 10 TAB IPS
NULL,7597285000366,FLUCONAZOL INY 200MG X 100ML IPS
NULL,7597285000380,LEVOFLOXACINA 500MG X100 ML AMP IPS
NULL,7597285000397,AMOXICILINA 500MG/CLAVUL 125MG X 10 TAB
NULL,7597533000070,hierro 100 mg / 5 ml I.V
NULL,7597533000087,cefixina 400 mg x 5 tab zaki
NULL,7597533000094,METRONIDAZOL 250 MG/ 5 ML PED ZAKI
NULL,7597533000100,AMOXICILINA + AC CLAVULANICO 500     M
NULL,7597533000117,AMOXICILINA + AC CLAVULANICO 875     M
NULL,7597533000131,AZITROMICINA 500MG X 3 TAB ZAKI
NULL,7597533000193,AMOXICILINA 250 ML/ 5 ML SUP
NULL,7597533000209,PREDNISOLONA 3 MG/ML SUP 60 ML ZAKI
NULL,7597533000285,SUCRALFATO 1G/5 ML SUSP 60 ML ZAKI
NULL,7597533000292,MELOXICAM 15 MG X 10 TAB
NULL,7597533000308,ciprofloxacina 500 mg x 10 zaki
NULL,7597533000315,DIPIRONA 500MG X 10 TAB ZAKI
NULL,75975330003777,CLORFENIRAMINA 4MG X 10 TAB ZAKI
NULL,7597533000414,AMOXICILINA A/CLAVULANICO 250MG+62.5 PE
NULL,7597533001572,CEFADROXILO 500 MG X 10 TAB ZAKI
NULL,7597533001589,AMOXICILINA 500MG TAB X 10
NULL,7597533001626,TIMOLOL 0,5%10 ML (50MG)
NULL,7597533001640,LEVOFLOXACINA 750 MG X 10 TAB ZAKI
NULL,7597533001671,digoxina 0.25 mg x 10 tab zaki
NULL,7597533001701,FLUCONAZOL 150MG X 1 CAPS
NULL,7597533001718,PREDNISONA 5 MG X 10 TAB ZAKI
NULL,7597533001732,PREDNISOLONA 5MG X 10 TAB ZAKI
NULL,7597758000060,OMEFLUX OMEPRAZOL 20      MG X 10 CAPS
NULL,7597758000077,CIPROFLOXACINA 500MG X 10 TAB ALESS
NULL,7597758000145,AZITROMICINA 500      MG X 5
NULL,7597758000152,AZITROMICINA 200MG SUSPENSION
NULL,7597758000176,IBUPROFENO 400MG X 10 TAB ALESS
NULL,7597758000237,CEFADROXILO TAB 500      MG X 12
NULL,7597758000312,OLMESARTAN 20 MG X 30 TABL ALESS
NULL,7597758000329,OLMESARTAN 40MG X 30 TAB
NULL,7597758000459,ACETAMINOFEN JBE 120 ML ALESS
NULL,7597758000503,CARBAMAZEPINA 200 MG X30 TABL ALESS
NULL,7597758000534,METRONIDAZOL COMPDO 500 MG X10
NULL,7597758000619,CLOPIDOGREL 75 MG X30 TABL ALESS
NULL,7597758000626,TAMSULOSINA 0.4 MG X 30 CAP ALESS
NULL,7597758000657,CLOTRIMAZOL OVULOS 200      MG X 3
NULL,7597758000664,CLOTRIMAZOL 500MG X 1 OVULO ALESS
NULL,7597758000671,METRONIDAZOL OVULOS X 10
NULL,7597758000695,HIDROCORTISONA 500MG I.M/I.V ALESS
NULL,7597758000732,ATORVASTATINA 20      MG X 30TAB 
NULL,7597758000749,ATORVASTATINA 40X30 TABL ALESS
NULL,7597758000817,LORATADINA 10 MG X 10 TABL ALESS
NULL,7597758001050,CLOTRIMAZOL 1%  20 G TOPICO ALESS
NULL,7597758001111,METRONIDAZOL 250MG/5ML EN 120ML ALEES
NULL,7597758001135,ACIDO TRANEXAMICO XANETRA 500MG X 21TAB
NULL,7597758001388,DIOS-HE/DIOSMINA/HESPERIDINA ALESS X30
NULL,7597758001395,FLAVORIN-FLAVOXATO 200X10TABL
NULL,7597758001463,CETIRIZINA 5MG/5ML 60 ML ALESS
NULL,7597758001470,GABAPENTINA 300MG X 30CAP ALESS
NULL,7597758001548,AMOXTIN/AMOXICILINA /400MGX  60ML ALESS
NULL,7597758001579,LORATADINA 5ML/5ML SOL ORAL 60ML ALESS
NULL,7597767000013,SUEROLITO COCO 400ML
NULL,7597767000020,SUEROLITO FRESA 400ML
NULL,7597767000037,SUEROLITO UVA 400ML
NULL,7597767000358,SUEROLITO FRUIT 400 ML
NULL,7597767000822,MIPAX PRAMIPEXOL 1MG X30 COMP SNC
NULL,7598008000090,ACICLOVIR 200MG X10TABL LAND
NULL,7598008000106,ALBENDAZOL 200MG X 2 TAB MASTIC LAND
NULL,7598008000144,AMOXICILINA A/CLAVULANICO 500/125MG X10
NULL,7598008000182,ATORVASTATINA 20MG X 10 TAB LAND
NULL,7598008000205,AZITROMICINA POLVO SUSP 200        MG
NULL,7598008000243,CARBAMAZEPINA 400MG X 10 TAB LAND
NULL,7598008000335,DEXAMETASONA 4MG X10 TABL LAND
NULL,7598008000397,FLUCONAZOL 150MG X 10 TAB
NULL,7598008000434,GLIPERAMIDE 4MG X 10TAB LAND
NULL,7598008000441,BUTILBROMURO DE HIOSCINA 10MG X10 LAND
NULL,7598008000489,LEVOTIROXINA SODICA 100MCG X10 LAND
NULL,7598008000496,LEVOTIROXINA SODICA 50MG X 10 TAB LAND
NULL,7598008000502,LEVOTIROXINA SODICA 25MG X 10 TAB LAND
NULL,7598008000519,LOPERAMIDA 2 MG X 10 TABL LAND
NULL,7598008000564,METRONIDAZOL 500MG X10 LAND
NULL,7598008000571,NIFEDIPINA 10 MG X 10 TAB LAND
NULL,7598008000588,NIFEDIPINA 20MG X10 TABL LAND
NULL,7598008000595,NIFEDIPINA 30MG  LP X10 LAND
NULL,7598008000694,DIOSMINA 450MG + HESPERIDINA 50MG LAND
NULL,7598008000830,CIPROFLOXACINA 0.3% GOTAS OFTA
NULL,7598008000861,DORZOLAMINA 2% + TIMOLOL 0.5% LAND
NULL,7598008001257,LEVOTIROXINA SODICA 50MG X10 TABL LAND
NULL,7598008001264,LEVOTIROXINA SODICA 25MG X 10 TAB LAND
NULL,7598008001288,LOPERAMIDA 2 MG X 10 TAN LAND
NULL,7598008001738,BUDESONIDA SUSP PARA INHALAR LAND
NULL,7598008001745,DESONIDA 01%X 15G LAND
NULL,7598008001769,PREDNISOLONA 3MG/ ML SOLUCION 60ML(LAND)
NULL,7598008001806,IBUPROFENO+TIOCOLCHICOSIDO X10 TAB LAND
NULL,7598008001820,LEVOFLOXACINA 750MG X 10 TAB LAND
NULL,7598008001868,BISOPROLOL 5MG X 10 TAB LAND
NULL,7598008001905,SUCRALFATO 1G/5ML SUSP  LAND
NULL,7598008001967,CETIRIZINA 10MG X 10 TAB LAND
NULL,7598008001981,DESLORATADINA 5MG X 10TAB LAND
NULL,7598008001998,ACIDO VALPROICO 500MG X 10 TAB LAND
NULL,7598008002018,TAMSULOSINA 0.4X10 TAB LAND
NULL,7598008002032,AMOXICILINA ACID/CLAVU 875+125 MG X10TAB
NULL,7598008002049,DICLOFENAC POTASICO 1.8MG/ML SUP LAND
NULL,7598008002162,AMOXICILINA/AC CLAVULANICO 600MG/5ML SUS
NULL,7598008002216,CEFIXIMA 200MG/5ML SUSP ORAL LAND
NULL,7598008002278,DOMPERIDONA 1MG/5ML SUSP ORAL LAND
NULL,7598008002490,ACICLOVIR 400MG X10TABL LAND
NULL,7598008002513,ATENOLOL 100MG X10 TAB LAND
NULL,7598008002575,OMEPRAZOL 40 MG X 10 CAP LAND
NULL,7598008002612,FLUCONAZOL 150MG X 2 CAP
NULL,7598055000210,DEXTRAN HIDROXIPRO LAGRIMAS ARTIFICIALES
NULL,7598055000272,SERTRANILA 100MG X 10 TAB CAPSUVEN
NULL,7598055000395,OLANZAPINA 5 MG X30TAB CAPSUVEN
NULL,7598055000401,OLANZAPINA 10MG X 30 TAB CAPSUVEN
NULL,7598055000838,SITAGLIPINA 50MG X 10 TAB (SITAP)CAPSUV
NULL,7598055000968,CLOREL (CLOPIDOGREL) 75 MG X 30 TAB
NULL,7598127000599,AMPICILINA SULBACTAM 1.5G BLUE MEDICAL
NULL,7598127001176,OMEPRAZOL 20MG X 30 CAP BLUE MEDICA
NULL,7598127001206,PREDNISOLONA 5MG BLUE MEDICAL
NULL,7598127001251,CETIRIN/CETIRIZINA 10MG X10 BLUE MEDICAL
NULL,7598127001367,CARBAMAZEPINA 200 MG X 30 TABL BLUE MEDI
NULL,7598127001480,ATEPREX/ATENOLOL 100MGX30 TABL  BLUE MED
NULL,7598127001558,CIPROFLOXACINA 500MG X10 TABL BLUE MEDIC
NULL,7598127001640,OLMESARTAN 20MG X 30TABL BLE MEDICAL
NULL,7598127002142,METFORMINA LP 1000X30 TABL BLUE MEDICAL
NULL,7598176000014,MELOXICAN 15 MG X 10 TAB
NULL,7598176000045,CLARITROMICINA 500MG X 10 TAB ANGELUS
NULL,7598176000052,AZITROMICINA TAB 500      MG X3 
NULL,7598176000076,GABAPENTINA 300 MG X 30 CAO ANGELUS
